Time	Iteration	AverageFitness	stdFitness	AverageReturn	stdReturn	dontcare1	dontcare2	dontcare3	dontcare4
8.62549901008606	0	141.74305725097656	-1	141.0	-1	-1	-1	-1	-1
12.138907194137573	1	141.74305725097656	-1	141.0	-1	-1	-1	-1	-1
15.324631929397583	2	141.74305725097656	-1	141.0	-1	-1	-1	-1	-1
18.561800956726074	3	141.74305725097656	-1	141.0	-1	-1	-1	-1	-1
23.893846035003662	4	190.2589111328125	-1	188.96666666666667	-1	-1	-1	-1	-1
30.79841899871826	5	190.2589111328125	-1	188.96666666666667	-1	-1	-1	-1	-1
35.78266787528992	6	190.2589111328125	-1	188.96666666666667	-1	-1	-1	-1	-1
42.33926606178284	7	190.2589111328125	-1	188.96666666666667	-1	-1	-1	-1	-1
51.39108490943909	8	190.2589111328125	-1	188.96666666666667	-1	-1	-1	-1	-1
59.236023902893066	9	190.2589111328125	-1	188.96666666666667	-1	-1	-1	-1	-1
65.30188989639282	10	190.2589111328125	-1	188.96666666666667	-1	-1	-1	-1	-1
73.65548396110535	11	190.2589111328125	-1	188.96666666666667	-1	-1	-1	-1	-1
83.2027759552002	12	199.16888427734375	-1	197.56666666666666	-1	-1	-1	-1	-1
95.35668992996216	13	199.16888427734375	-1	197.56666666666666	-1	-1	-1	-1	-1
106.81235599517822	14	199.16888427734375	-1	197.56666666666666	-1	-1	-1	-1	-1
115.6673469543457	15	199.16888427734375	-1	197.56666666666666	-1	-1	-1	-1	-1
126.75982689857483	16	199.16888427734375	-1	197.56666666666666	-1	-1	-1	-1	-1
139.62138390541077	17	199.16888427734375	-1	197.56666666666666	-1	-1	-1	-1	-1
152.30803894996643	18	199.5983123779297	-1	198.66666666666666	-1	-1	-1	-1	-1
165.33664202690125	19	199.5983123779297	-1	198.66666666666666	-1	-1	-1	-1	-1
178.37710690498352	20	199.5983123779297	-1	198.66666666666666	-1	-1	-1	-1	-1
190.10417199134827	21	201.08514404296875	-1	199.8	-1	-1	-1	-1	-1
200.13082098960876	22	201.08514404296875	-1	199.8	-1	-1	-1	-1	-1
214.77546787261963	23	201.08514404296875	-1	199.8	-1	-1	-1	-1	-1
229.84870505332947	24	201.55458068847656	-1	200.0	-1	-1	-1	-1	-1
244.39573693275452	25	201.55458068847656	-1	200.0	-1	-1	-1	-1	-1
259.0229239463806	26	201.59933471679688	-1	200.0	-1	-1	-1	-1	-1
276.8461470603943	27	201.59933471679688	-1	200.0	-1	-1	-1	-1	-1
294.414803981781	28	201.59933471679688	-1	200.0	-1	-1	-1	-1	-1
312.82711911201477	29	201.7245635986328	-1	200.0	-1	-1	-1	-1	-1
330.78735303878784	30	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
350.52255296707153	31	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
370.07293486595154	32	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
392.5018119812012	33	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
414.297425031662	34	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
439.2487690448761	35	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
463.7244699001312	36	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
485.3117082118988	37	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
507.74182295799255	38	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
530.5882339477539	39	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
553.351665019989	40	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
576.3730778694153	41	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
601.4943799972534	42	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
628.8787040710449	43	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
655.9064161777496	44	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
678.8704922199249	45	201.73690795898438	-1	200.0	-1	-1	-1	-1	-1
703.2056450843811	46	201.75050354003906	-1	200.0	-1	-1	-1	-1	-1
725.7281630039215	47	201.7676239013672	-1	200.0	-1	-1	-1	-1	-1
750.0507838726044	48	201.90737915039062	-1	200.0	-1	-1	-1	-1	-1
778.2973837852478	49	201.9144287109375	-1	200.0	-1	-1	-1	-1	-1
