4.804912805557251	0	30.203903198242188	-1	13.766666666666667	-1	-1	-1	-1	-1
6.720542907714844	1	41.86750411987305	-1	26.8	-1	-1	-1	-1	-1
9.191553831100464	2	42.319053649902344	-1	27.933333333333334	-1	-1	-1	-1	-1
11.755754709243774	3	42.319053649902344	-1	27.933333333333334	-1	-1	-1	-1	-1
14.505168914794922	4	42.319053649902344	-1	27.933333333333334	-1	-1	-1	-1	-1
17.85312271118164	5	44.01960372924805	-1	26.7	-1	-1	-1	-1	-1
21.571680784225464	6	55.989906311035156	-1	40.333333333333336	-1	-1	-1	-1	-1
24.918413877487183	7	55.989906311035156	-1	40.333333333333336	-1	-1	-1	-1	-1
29.13900089263916	8	59.30274200439453	-1	43.53333333333333	-1	-1	-1	-1	-1
33.67215394973755	9	70.57730102539062	-1	55.333333333333336	-1	-1	-1	-1	-1
38.892186880111694	10	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
43.62012481689453	11	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
48.6948778629303	12	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
53.20328402519226	13	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
58.660122871398926	14	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
63.07203388214111	15	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
67.51887083053589	16	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
73.7452039718628	17	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
78.29445099830627	18	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
84.5026969909668	19	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
90.3767659664154	20	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
96.20298981666565	21	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
102.95159482955933	22	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
108.92859292030334	23	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
116.12277889251709	24	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
122.47280478477478	25	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
129.92487478256226	26	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
137.4621970653534	27	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
143.70658683776855	28	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
150.08021688461304	29	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
156.31027483940125	30	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
163.2999997138977	31	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
168.96346879005432	32	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
176.30750703811646	33	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
183.85586786270142	34	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
190.51442885398865	35	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
197.67869591712952	36	123.09746551513672	-1	109.1	-1	-1	-1	-1	-1
