Time	Iteration	AverageFitness	stdFitness	AverageReturn	stdReturn	dontcare1	dontcare2	dontcare3	dontcare4
10.906080961227417	0	185.6540069580078	-1	12.733333333333333	-1	-1	-1	-1	-1
14.631407737731934	1	264.98944091796875	-1	12.4	-1	-1	-1	-1	-1
18.52353262901306	2	303.7532958984375	-1	44.833333333333336	-1	-1	-1	-1	-1
23.107447862625122	3	309.5415344238281	-1	28.5	-1	-1	-1	-1	-1
27.41943597793579	4	328.0234069824219	-1	4.2	-1	-1	-1	-1	-1
32.40047574043274	5	328.0234069824219	-1	4.2	-1	-1	-1	-1	-1
36.67926096916199	6	363.3022766113281	-1	4.066666666666666	-1	-1	-1	-1	-1
41.443949699401855	7	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
46.00699806213379	8	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
51.276713848114014	9	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
56.0889208316803	10	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
61.73574185371399	11	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
66.91810774803162	12	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
72.55816078186035	13	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
78.0386118888855	14	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
83.78463006019592	15	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
89.80965781211853	16	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
96.16975998878479	17	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
102.41943883895874	18	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
108.90722584724426	19	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
115.87779879570007	20	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
122.54416680335999	21	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
129.2435917854309	22	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
136.65427994728088	23	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
144.2890009880066	24	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
151.37418484687805	25	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
158.4391348361969	26	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
166.05850076675415	27	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
174.3117938041687	28	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
182.26068472862244	29	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
190.2225227355957	30	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
198.68790292739868	31	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
207.1813907623291	32	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
215.57127785682678	33	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
224.29624772071838	34	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
233.14555287361145	35	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
242.32143902778625	36	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
251.5351128578186	37	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
260.8653588294983	38	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
270.4058139324188	39	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
280.32560086250305	40	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
290.0545380115509	41	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
299.87434697151184	42	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
309.986469745636	43	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
320.31101179122925	44	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
330.5189187526703	45	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
340.9678509235382	46	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
351.351411819458	47	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
362.1028878688812	48	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
373.75747895240784	49	390.314208984375	-1	6.433333333333334	-1	-1	-1	-1	-1
